KEGG,gene_names
ko02010,PA4997
NA,PA4998
NA,PA4999
NA,PA5000
NA,PA5001
NA,PA5002
NA,PA5003
NA,PA5004
NA,PA5005
NA,PA5006
NA,PA5007
NA,PA5008
ko00540,PA5009
ko00540,PA5010
ko00540,PA5011
ko00540,PA5012
ko00270,PA5013
NA,PA5014
ko00010,PA5015
ko00010,PA5016
NA,PA5017
NA,PA5018
NA,PA5019
ko00071,PA5020
NA,PA5021
NA,PA5022
NA,PA5023
NA,PA5024
ko00270,PA5025
NA,PA5026
NA,PA5027
NA,PA5028
NA,PA5029
NA,PA5030
NA,PA5031
NA,PA5032
NA,PA5033
ko00860,PA5034
ko00250,PA5035
ko00250,PA5036
NA,PA5037
ko00400,PA5038
ko00400,PA5039
NA,PA5040
NA,PA5041
NA,PA5042
NA,PA5043
NA,PA5044
ko00550,PA5045
ko00620,PA5046
NA,PA5047
NA,PA5048
ko03010,PA5049
ko03440,PA5050
ko00970,PA5051
NA,PA5052
NA,PA5053
NA,PA5054
ko00340,PA5055
ko00650,PA5056
NA,PA5057
ko00650,PA5058
NA,PA5059
NA,PA5060
NA,PA5061
NA,PA5062
ko00130,PA5063
NA,PA5064
NA,PA5065
ko00340,PA5066
ko00340,PA5067
ko03060,PA5068
ko03060,PA5069
ko03060,PA5070
NA,PA5071
ko02020,PA5072
NA,PA5073
ko02010,PA5074
NA,PA5075
NA,PA5076
NA,PA5077
NA,PA5078
NA,PA5079
ko00330,PA5080
NA,PA5081
ko02010,PA5082
NA,PA5083
ko00360,PA5084
NA,PA5085
NA,PA5086
NA,PA5087
NA,PA5088
NA,PA5089
ko03070,PA5090
ko00340,PA5091
ko00340,PA5092
ko00340,PA5093
ko02010,PA5094
ko02010,PA5095
ko02010,PA5096
NA,PA5097
ko00340,PA5098
NA,PA5099
ko00340,PA5100
NA,PA5101
NA,PA5102
ko02010,PA5103
NA,PA5104
NA,PA5105
ko00340,PA5106
NA,PA5107
NA,PA5108
NA,PA5109
ko00010,PA5110
ko00620,PA5111
NA,PA5112
NA,PA5113
NA,PA5114
NA,PA5115
NA,PA5116
NA,PA5117
ko00730,PA5118
ko00220,PA5119
NA,PA5121
NA,PA5122
NA,PA5123
ko02020,PA5124
ko02020,PA5125
NA,PA5126
NA,PA5127
ko02024,PA5128
NA,PA5129
ko00270,PA5130
ko00010,PA5131
NA,PA5132
NA,PA5133
NA,PA5134
NA,PA5135
NA,PA5136
NA,PA5137
NA,PA5138
NA,PA5139
ko00340,PA5140
ko00340,PA5141
ko00340,PA5142
ko00340,PA5143
NA,PA5144
NA,PA5145
NA,PA5146
ko03410,PA5147
NA,PA5148
ko00562,PA5149
NA,PA5150
NA,PA5151
NA,PA5152
ko02010,PA5153
ko02010,PA5154
NA,PA5155
NA,PA5156
NA,PA5157
NA,PA5158
NA,PA5159
NA,PA5160
ko00521,PA5161
ko00521,PA5162
ko00521,PA5163
ko00521,PA5164
ko02020,PA5165
ko02020,PA5166
ko02020,PA5167
ko02020,PA5168
ko02020,PA5169
NA,PA5170
ko00220,PA5171
ko00220,PA5172
ko00220,PA5173
ko00061,PA5174
ko00920,PA5175
ko00230,PA5176
ko00230,PA5177
NA,PA5178
NA,PA5179
NA,PA5180
ko00630,PA5181
NA,PA5182
NA,PA5183
ko00400,PA5184
NA,PA5185
ko00010,PA5186
NA,PA5187
NA,PA5188
NA,PA5189
NA,PA5190
ko00010,PA5192
NA,PA5193
NA,PA5194
NA,PA5195
NA,PA5196
NA,PA5197
NA,PA5198
ko02020,PA5199
ko02020,PA5200
NA,PA5201
ko00360,PA5202
ko00270,PA5203
ko00220,PA5204
NA,PA5205
ko00220,PA5206
NA,PA5207
NA,PA5208
NA,PA5209
ko03070,PA5210
NA,PA5211
NA,PA5212
ko00260,PA5213
ko00260,PA5214
ko00260,PA5215
ko02010,PA5216
ko02010,PA5217
NA,PA5218
NA,PA5219
NA,PA5220
ko00130,PA5221
NA,PA5222
ko00130,PA5223
NA,PA5224
NA,PA5225
NA,PA5226
NA,PA5227
ko00670,PA5228
NA,PA5229
NA,PA5230
NA,PA5231
NA,PA5232
NA,PA5233
NA,PA5234
NA,PA5235
ko00520,PA5236
ko00130,PA5237
NA,PA5238
ko03018,PA5239
ko04621,PA5240
ko00230,PA5241
ko00190,PA5242
ko00860,PA5243
NA,PA5244
NA,PA5245
NA,PA5246
NA,PA5247
NA,PA5248
NA,PA5249
NA,PA5250
NA,PA5251
NA,PA5252
NA,PA5253
NA,PA5254
NA,PA5255
NA,PA5256
NA,PA5257
ko00860,PA5258
ko00860,PA5259
ko00860,PA5260
ko02020,PA5261
ko02020,PA5262
ko00220,PA5263
NA,PA5264
NA,PA5265
ko03070,PA5266
ko02025,PA5267
NA,PA5268
NA,PA5269
NA,PA5270
NA,PA5271
ko00230,PA5272
NA,PA5273
NA,PA5274
NA,PA5275
NA,PA5276
ko00300,PA5277
ko00300,PA5278
NA,PA5279
NA,PA5280
ko00740,PA5281
NA,PA5282
NA,PA5283
ko05133,PA5284
NA,PA5285
NA,PA5286
NA,PA5287
ko02020,PA5288
NA,PA5289
NA,PA5290
NA,PA5291
NA,PA5292
NA,PA5293
NA,PA5294
NA,PA5295
ko03420,PA5296
ko00620,PA5297
ko00230,PA5298
NA,PA5299
NA,PA5300
NA,PA5301
ko00473,PA5302
NA,PA5303
ko00360,PA5304
NA,PA5305
NA,PA5306
NA,PA5307
NA,PA5308
ko00330,PA5309
ko00564,PA5310
NA,PA5311
ko00330,PA5312
ko00280,PA5313
NA,PA5314
ko03010,PA5315
ko03010,PA5316
ko02010,PA5317
NA,PA5318
NA,PA5319
ko00770,PA5320
ko00240,PA5321
ko00010,PA5322
ko00220,PA5323
NA,PA5324
NA,PA5325
NA,PA5326
NA,PA5327
NA,PA5328
NA,PA5329
NA,PA5330
ko00240,PA5331
ko03410,PA5332
NA,PA5333
NA,PA5334
NA,PA5335
ko00230,PA5336
ko00230,PA5337
ko00230,PA5338
NA,PA5339
NA,PA5340
NA,PA5341
NA,PA5342
NA,PA5343
ko02026,PA5344
ko03440,PA5345
NA,PA5346
NA,PA5347
NA,PA5348
ko00071,PA5349
ko00071,PA5350
NA,PA5351
NA,PA5352
ko00630,PA5353
ko00630,PA5354
ko00630,PA5355
NA,PA5356
ko00130,PA5357
ko00130,PA5358
NA,PA5359
ko02020,PA5360
ko02020,PA5361
NA,PA5362
NA,PA5363
NA,PA5364
NA,PA5365
ko02010,PA5366
ko02010,PA5367
ko02010,PA5368
ko02010,PA5369
NA,PA5370
ko01040,PA5371
ko00260,PA5372
ko00260,PA5373
NA,PA5374
NA,PA5375
ko02010,PA5376
ko02010,PA5377
ko02010,PA5378
ko00260,PA5379
NA,PA5380
NA,PA5381
NA,PA5382
NA,PA5383
NA,PA5384
NA,PA5385
NA,PA5386
NA,PA5387
ko02010,PA5388
NA,PA5389
ko00220,PA5390
NA,PA5391
NA,PA5392
NA,PA5393
ko00564,PA5394
NA,PA5395
NA,PA5396
NA,PA5397
NA,PA5398
NA,PA5399
NA,PA5400
NA,PA5401
NA,PA5402
NA,PA5403
NA,PA5404
NA,PA5406
NA,PA5407
NA,PA5408
NA,PA5409
NA,PA5410
NA,PA5411
NA,PA5412
ko00260,PA5413
NA,PA5414
ko00260,PA5415
ko00260,PA5416
ko00260,PA5417
ko00260,PA5418
ko00260,PA5419
ko00630,PA5420
ko00625,PA5421
ko00010,PA5422
NA,PA5423
NA,PA5424
ko00230,PA5425
ko00230,PA5426
ko00010,PA5427
NA,PA5428
ko00250,PA5429
NA,PA5430
ko00300,PA5431
NA,PA5432
NA,PA5433
NA,PA5434
ko00020,PA5435
ko00020,PA5436
NA,PA5437
NA,PA5438
ko00030,PA5439
ko05120,PA5440
NA,PA5441
NA,PA5442
ko03420,PA5443
NA,PA5444
ko00020,PA5445
NA,PA5446
NA,PA5447
NA,PA5448
NA,PA5449
ko02010,PA5450
ko02010,PA5451
ko00051,PA5452
ko00051,PA5453
ko00051,PA5454
NA,PA5455
NA,PA5456
NA,PA5457
NA,PA5458
NA,PA5459
NA,PA5460
NA,PA5461
NA,PA5462
NA,PA5463
NA,PA5464
NA,PA5465
NA,PA5466
NA,PA5467
NA,PA5468
NA,PA5469
NA,PA5470
ko01501,PA5471
NA,PA5472
NA,PA5473
NA,PA5474
NA,PA5475
NA,PA5476
NA,PA5477
NA,PA5478
NA,PA5479
NA,PA5481
NA,PA5482
ko02020,PA5483
ko02020,PA5484
NA,PA5485
NA,PA5486
ko04112,PA5487
NA,PA5488
ko01503,PA5489
NA,PA5490
ko00190,PA5491
NA,PA5492
ko00230,PA5493
NA,PA5494
ko00260,PA5495
NA,PA5496
ko00230,PA5497
ko02010,PA5498
ko02024,PA5499
ko02010,PA5500
ko02010,PA5501
NA,PA5502
ko02010,PA5503
ko02010,PA5504
ko02010,PA5505
NA,PA5506
NA,PA5507
ko00220,PA5508
NA,PA5509
NA,PA5510
ko02020,PA5511
ko02020,PA5512
NA,PA5513
ko01501,PA5514
NA,PA5515
ko00750,PA5516
NA,PA5517
NA,PA5518
ko01040,PA5519
NA,PA5520
NA,PA5521
ko00220,PA5522
ko00860,PA5523
ko00061,PA5524
NA,PA5525
NA,PA5526
NA,PA5527
NA,PA5528
NA,PA5529
NA,PA5530
NA,PA5531
NA,PA5533
NA,PA5534
NA,PA5535
ko02026,PA5536
NA,PA5537
ko01503,PA5538
ko00790,PA5539
NA,PA5540
ko00240,PA5541
NA,PA5542
NA,PA5543
NA,PA5544
NA,PA5545
NA,PA5546
NA,PA5547
NA,PA5548
ko00250,PA5549
NA,PA5550
NA,PA5551
ko00520,PA5552
ko00190,PA5553
ko00190,PA5554
ko00190,PA5555
ko00190,PA5556
ko00190,PA5558
ko00190,PA5557
NA,PA5569
ko03010,PA5570
ko02024,PA5568
NA,PA5567
NA,PA5564
NA,PA5565
NA,PA5563
NA,PA5561
NA,PA5562
ko00190,PA5559
ko00190,PA5560
ko02020,PA0001
ko00540,PA0006
NA,PA0007
ko00230,PA0002
ko03440,PA0003
NA,PA0004
ko00561,PA0005
ko00970,PA0008
ko00970,PA0009
ko03410,PA0010
ko00540,PA0011
NA,PA0012
NA,PA0013
NA,PA0015
NA,PA0016
NA,PA0017
ko00670,PA0018
NA,PA0019
NA,PA0020
NA,PA0021
NA,PA0022
NA,PA0023
ko00860,PA0024
ko00400,PA0025
NA,PA0457.1
k,PA1552.1
ko00190,PA1555.1
NA,PA4724.1
NA,PA2126.1
ko02020,PA5183.1
NA,PA0053
NA,PA0369
NA,PA1029
NA,PA1122
NA,PA1559
NA,PA2046
NA,PA2451
NA,PA2668
NA,PA2727
NA,PA3503
NA,PA4058
NA,PA4360
NA,PA4875
NA,PA5532
NA,PA0306.1
NA,PA3259.1
NA,PA3440.1
ko04978,PA3574.1
NA,PA1266.1
NA,PA4674.1
NA,PA0716.1
NA,PA0716.2
NA,PA0728.1
